nps_score	checkin_date	checkout_date	created_at	source	order_id	hotel_name	pod_type	nps_review
9	2023-06-11 0:00:00	2023-06-12 0:00:00	2023-06-12 1:04:16	iOS	10111686471706115	Bobobox Tanah Abang	Earth Single	Ok banget
9	2023-06-10 23:00:00	2023-06-11 23:00:00	2023-06-12 1:03:35	iOS	10231686397047518	Bobocabin Kintamani 	Deluxe Cabin	tempatnya bagus, tenang, nyaman.
9	2023-06-11 0:00:00	2023-06-12 0:00:00	2023-06-12 0:35:32	Android	10261686397587252	Bobocabin Baturraden	DELUXE CABIN	OKOK
10	2023-05-31 0:00:00	2023-06-01 0:00:00	2023-06-11 17:54:34	iOS	10041685503006870	Bobobox Pancoran	Earth Double	Please improve staff to be more active and diligent 
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-11 16:02:58	iOS	10141686316703874	Bobobox Slamet Riyadi Solo	Sky Double	nice
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 15:30:00	Android	10241685981041877	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Semuanya enak dari kamar dan suasananya + pelayananya mantap ramah" Semua.  Minus tidak ada TV dan kaca di dalam kamar ❤  Next bakal balik lagi. Sukses terus bobocabin
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 13:13:53	Android	10271684980744618	Bobocabin Padusan	DELUXE CABIN	Lebih dijaga kebersihannya
9	2023-05-11 0:00:00	2023-05-12 0:00:00	2023-06-11 8:58:00	iOS	10091683798415659	Bobobox Kota Lama	Earth Double	love this place
10	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-06-11 8:57:37	iOS	10091685356772659	Bobobox Kota Lama	Earth Double	recommended
8	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-11 7:08:50	Android	10001685502274320	Bobobox Paskal	SKY DOUBLE	Colokan tuk charger hp hanya ada 1 colokan di pod 27 kamar sky double. Tuk lainnya sih aman, bersih, nyaman.
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 7:07:06	Android	10071685499274712	Bobobox Alun-Alun Bandung	SKY DOUBLE	Stop kontak tuk charger hp agak error di pod 35, mohon diperbaiki. Makasih tuk lainnya bagus & nyaman.
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-11 7:04:13	iOS	10181685609725124	Bobobox Mega Bekasi	Sky Double	goodjob
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:52:51	Android	10121686368580945	Bobobox Juanda Jakarta	SKY DOUBLE	Great
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:36:09	Android	10171685778173908	Bobocabin Ranca Upas	STANDARD CABIN	Terima kasih banyak semuanya kamar bersih dan wangi, next time kembali lagi kesini. Terima kasih juga buat kang Asep yang handle check in pelayanannya mantap banget. Terima kasih banyak semuanya sangat membantu banget. See you
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:33:33	Android	10171685776728614	Bobocabin Ranca Upas	STANDARD CABIN	Terima kasih banyak atas pelayanannya, terutama kang Asep pas check in dibantu dijelaskan fitur" nya, soalnya baru pertama kali stay di bobocabin, dan terima kasih juga atas pelayanan kang Dede sangat membantu kami, kamarnya wangi dan bersih, next time saya staycation disini lagi. Terima kasih banyak
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:24:30	Android	10091686148065364	Bobobox Kota Lama	SKY SINGLE	So comfort and modern
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:15:45	iOS	10241685969031977	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Air shower kecil
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:10:04	iOS	10191685806438115	Bobocabin Cikole	Standard Cabin	Airnya suka mati, mungkin bisa diinfokan kalau mau mati 
7	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:09:46	Android	10271686138638641	Bobocabin Padusan	DELUXE CABIN	nice and unique experience with pine forest ambience. however need to improve on the slow wifi and coziness of pillow and mattress
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:07:52	Android	10271686300018861	Bobocabin Padusan	DELUXE CABIN	Bagus hanya saja akses jalan di bobocabin yg bergeronjal. Dan di depan teras yg material nya batu sehingga sakit di kaki ketika berjalan. Kebetulan saya tidak memakai sandal yg empuk.
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:05:51	iOS	10241685930798961	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Sayang kamar mandinya ada bau kurang sedap, sisanya oke..
7	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:05:23	Android	10111686417577254	Bobobox Tanah Abang	SKY DOUBLE	Nyaman bersih rapi
6	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:03:19	iOS	10211685898164041	Bobobox Alun-Alun Malang	Sky Double	there a lot of stain on bedsheet
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 5:01:48	Android	10251683022652416	Bobocabin Coban Rondo Malang	EXECUTIVE CABIN	Best view
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:58:44	Android	10251686312740740	Bobocabin Coban Rondo Malang	DELUXE CABIN WITH VIEW	The best
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:58:13	Android	10251686312740740	Bobocabin Coban Rondo Malang	DELUXE CABIN WITH VIEW	The best
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:57:32	Android	10241685595441164	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Air hangatnya di bykin, jendelanya benerin, sediain galon, speakernya kurang gede suaranya dan tolong sediain tv
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:56:45	Android	10251686312740740	Bobocabin Coban Rondo Malang	DELUXE CABIN WITH VIEW	The best
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:54:50	Android	10211686064243206	Bobobox Alun-Alun Malang	SKY SINGLE	Tempat yg cukup nyaman dan memberikan pengalaman baru dengan modernisasinya
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:54:22	Android	10141686322134340	Bobobox Slamet Riyadi Solo	SKY DOUBLE	Seruu
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:52:06	iOS	10061686230460123	Bobobox Kebayoran Baru	Earth Single	Nyaman
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:48:59	Android	10261686094149664	Bobocabin Baturraden	EXECUTIVE CABIN	Mantaabbbbb
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:47:42	iOS	10241685700259222	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Kurang luas kamar nyaa,,, tp okelaah
7	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:46:48	Android	10201686390819761	Bobocabin Signature Toba	DELUXE CABIN	U
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:46:43	Android	10271686306575588	Bobocabin Padusan	DELUXE CABIN	Thanks all the best
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:37:39	iOS	10061686365801876	Bobobox Kebayoran Baru	Sky Double	Good
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:36:59	Android	10241685971898952	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Next harga room include dgn breakfast... Asli keren pas wkt mlm dingin banget. Segera buka tempat minum kopi... Caffe.... sukses selalu...
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:35:01	Android	10351686307965539	Bobocabin Madasari Pangandaran	EXECUTIVE CABIN	Untuk cabinnya nyaman, indah, view langsung ke pantai cuman kurang penerangan mulai dari gerbang masuk
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:30:18	iOS	10031686322389456	Bobobox Dago	Sky Double	As always i choose bobobox 
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:29:22	iOS	10241684153341493	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Staycation disini menyenangkan, bbq oke, petugasnya baik dan ramah, view di cabin 4 tidak mengecewakan. Cuma jaringan kurang bagus dan wifi putus nyambung. Selain itu udah oke banget. Kalo pake springbed dan water heaternya bisa tahan lama much better. Sarannya di tempat sampah dikasih plastik biar lebih higienis dan yang bersihin gampang. Next time bisa kesini lagi
10	2023-05-18 0:00:00	2023-05-19 0:00:00	2023-06-11 4:29:02	Android	10081684395155580	Bobobox Kota Tua	SKY DOUBLE	Good
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:28:42	Android	10081686240036281	Bobobox Kota Tua	SKY DOUBLE	Good
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:25:54	iOS	1.00717E+16	Bobobox Alun-Alun Bandung	Sky Double	really enjoy the trip
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:23:11	iOS	10091686395493765	Bobobox Kota Lama	Earth Double	pelayanan ramah, toilet juga bersih, recomend kalo mau nginep di semarang
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 4:18:46	iOS	10241685442913540	Bobocabin Puncak Gunung Mas	Executive Cabin	Nyaman unutk kamu mager, susannya enak buat healing. Tp yg kurang gak ad kopi sma lemari pendingin aja sii. So far, all good.
0	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:59:41	iOS	10231686380023954	Bobocabin Kintamani 	Deluxe Cabin	Messed up lighting system, cant off properly. Door lock not working properly. Not worth the price 
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:57:06	Android	10031686367761648	Bobobox Dago	EARTH DOUBLE	Ok
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:56:01	iOS	10001686321797041	Bobobox Paskal	Earth Double	Aku suka lampu dan teknologinya Cuman agak bau aja kamarnya But sofar ok
7	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:53:51	Android	10001686408812670	Bobobox Paskal	SKY DOUBLE	Bau
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:52:27	Android	10241684050638754	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Perlu di tambahkan sendok untuk nagdum teh di setiap cabin
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:37:19	Android	1.01317E+16	Bobobox Malioboro	EARTH DOUBLE	Good service
8	2023-06-09 23:00:00	2023-06-10 23:00:00	2023-06-11 3:33:11	iOS	10231686380884863	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Hot Tub di Cabin no 2 tidak bisa digunakan. Mohon diperbaiki
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:25:42	iOS	10351686280752605	Bobocabin Madasari Pangandaran	Deluxe Cabin	Love in place,,amazing,,
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:24:51	iOS	10191682503935953	Bobocabin Cikole	Executive Cabin	Bed material is itchy
9	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 3:15:39	Android	10061686387144815	Bobobox Kebayoran Baru	SKY DOUBLE	Tidak diberikan air minum
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 2:59:00	iOS	10061686405265382	Bobobox Kebayoran Baru	Sky Double	Ok
8	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 2:53:46	iOS	10141686073019351	Bobobox Slamet Riyadi Solo	Earth Double	Toilet can be cleaner especially the shower room walls Music in the common area was played loudly until 12am, door of the pods area were open too so it was a bit noisy from inside Thankfully the host was very prompt and turned the music off immediately A bit of time to wait for the hot water  Overall it was a pleasant stay, comfy bed and pillow. Clean pod The whole area smells nice
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 2:44:45	Android	10121686209816196	Bobobox Juanda Jakarta	EARTH DOUBLE	Thank you
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 2:39:10	Android	10231686361237962	Bobocabin Kintamani 	DELUXE CABIN	Semoga aksesnya diperbaiki. Selebihnya sudah oke banget. Ga ada masalah dengan insects..masih bearable😊
9	2023-06-09 0:00:00	2023-06-11 0:00:00	2023-06-11 2:24:28	iOS	10221684290521159	Bobobox ITC Kuningan	Sky Double	Bed abit dusty  Toilet is clean Location is good, near to lotte mall Will come back again
10	2023-06-10 0:00:00	2023-06-11 0:00:00	2023-06-11 2:06:35	Android	10061686403384809	Bobobox Kebayoran Baru	SKY DOUBLE	Best
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-11 1:05:24	Android	10271686239131178	Bobocabin Padusan	EXECUTIVE CABIN	Nice facilities
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-10 22:18:21	iOS	10041685678068393	Bobobox Pancoran	Earth Double	1. Toiletnya bnyak yg rusak 2. Kasur kurang empuk
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-06-10 16:01:01	Android	10141685174589477	Bobobox Slamet Riyadi Solo	EARTH DOUBLE	Terimakasih
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-10 14:36:55	iOS	10231684599354359	Bobocabin Kintamani 	Deluxe Cabin	nature and chill. recommended staycation @kintamani bali
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 12:51:47	Android	10171685784999473	Bobocabin Ranca Upas	STANDARD CABIN	Good, nyaman
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 10:38:19	Android	10331686285468138	Bobocabin Ubud	DELUXE CABIN	Semuananya keren
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 9:56:16	iOS	10331686272080369	Bobocabin Ubud	Executive Cabin	Swift response, clean, and comfort
9	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 9:14:43	iOS	10001686297653520	Bobobox Paskal	Earth Double	first time nyoba bobobox ini. cocok buat istirahat sebentar, cm agak gak nyaman aja sama yg tidur diatas karena kalau gerak bunyi hihi so far good
7	2023-05-10 0:00:00	2023-05-11 0:00:00	2023-06-10 7:58:37	iOS	10041683702934908	Bobobox Pancoran	Earth Double	Tolong ya toilet lakilaki nya diperbaiki. Masa cmn 1 yang bisa dipake :(
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 6:41:19	iOS	10331686272080369	Bobocabin Ubud	Executive Cabin	Pelayanan responsif
9	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 5:50:59	Android	10121686274127747	Bobobox Juanda Jakarta	SKY DOUBLE	Mantapp pelayanannya oke, extend sampe seminggu bisa ganti kamar klo sudah kotor. Next ada dinas luar lagi bakal pake bobobox juanda 👍🏻
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 5:31:39	Android	10121686215021476	Bobobox Juanda Jakarta	EARTH DOUBLE	Pelayanan ramah bgt. Kasurnya nyaman bikin betah lama2 di pod 😁😁😁 makanya tiap ke jakarta pasti selalu pilih bobobox juanda. Udah top
9	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 5:05:12	Android	10271686212783988	Bobocabin Padusan	DELUXE CABIN	Good, but stock makanan jangan sampai sold out lagi yaa Terimakasihhhhhhhhhhhhhhh
3	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 5:01:38	Android	10211686312217177	Bobobox Alun-Alun Malang	SKY DOUBLE	disuruh bayar charge padahal nodanya bukan kesalahan saya
8	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:55:06	iOS	10141686212886547	Bobobox Slamet Riyadi Solo	Earth Double	AC nya kurang dingin
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:46:23	iOS	10191686284889870	Bobocabin Cikole	Deluxe Cabin	Everything nice
10	2023-06-08 0:00:00	2023-06-10 0:00:00	2023-06-10 4:45:08	Android	10221685098404432	Bobobox ITC Kuningan	SKY SINGLE	Reccomend buat yg mau bisnis trip👍 thank's  for stay best exeperince bobobox ITC
9	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:41:05	iOS	10141686217785954	Bobobox Slamet Riyadi Solo	Earth Double	di bobobox emang ternyaman, bersih bgt semuanya, gercep juga hostnya kalo misal kita need something, cuman sayangnya semalem tidurku kurang nyenyak, soalnya pod atasku berisik, tapi bobobox tetep best
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:41:02	Android	10271686215668115	Bobocabin Padusan	DELUXE CABIN	Tempat nyaman, staff ramah, bersih
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:40:13	iOS	10111686298020646	Bobobox Tanah Abang	Sky Single	Thankyou
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:35:03	Android	10061686336391410	Bobobox Kebayoran Baru	SKY DOUBLE	Goof
7	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:32:35	Android	10241686270487535	Bobocabin Puncak Gunung Mas	EXECUTIVE CABIN	Dicek fungsi fasilitas ruangan, kamar mandi tidak mengunci
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:30:30	iOS	10271686049679846	Bobocabin Padusan	Deluxe Cabin	Niceee 9,5/10
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 4:28:50	iOS	10221686196607772	Bobobox ITC Kuningan	Earth Double	ok
10	2023-06-07 0:00:00	2023-06-10 0:00:00	2023-06-10 4:22:18	iOS	10221684545396835	Bobobox ITC Kuningan	Earth Single	ok
10	2023-06-08 23:00:00	2023-06-09 23:00:00	2023-06-10 4:11:52	iOS	10331686193216909	Bobocabin Ubud	Deluxe Cabin Hot Tub	sangat recommended, staff dan service baikk
10	2023-06-08 23:00:00	2023-06-09 23:00:00	2023-06-10 4:09:21	iOS	10231686236666376	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Very nice hot tub. Amazing cabin. Very modern. Comfortable even for a City person.
9	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 3:58:26	Android	10271686133598555	Bobocabin Padusan	EXECUTIVE CABIN	Saya menikmati pemandangan tempat saya biasa camping fengan fasilitas lebih modern dan nyaman
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 3:38:50	Android	10211686327923873	Bobobox Alun-Alun Malang	SKY DOUBLE	ok bgt
7	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 3:34:28	iOS	10171686192902050	Bobocabin Ranca Upas	Standard Cabin	lebih banyak kamar mandi/toilet
8	2023-05-20 0:00:00	2023-05-21 0:00:00	2023-06-10 3:34:11	Android	10141684570743707	Bobobox Slamet Riyadi Solo	SKY DOUBLE	fasilitas nya cukup bagus tapi pelayanan nya kurang ramah
10	2023-06-08 0:00:00	2023-06-10 0:00:00	2023-06-10 3:30:41	iOS	10351685596195761	Bobocabin Madasari Pangandaran	Deluxe Cabin	Recomended dengan privat beach.
10	2023-06-08 23:00:00	2023-06-09 23:00:00	2023-06-10 2:55:15	iOS	10231683620401961	Bobocabin Kintamani 	Deluxe Cabin	SUPER KEREN PENGALAMANNYA! Pemandangannya bagus banget. Service lengkap dan cepat. Thank you.
10	2023-06-08 23:00:00	2023-06-09 23:00:00	2023-06-10 2:54:15	iOS	10231683620255915	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Service keren! Semua yang kita request bisa disediakan dan dengan cepat! Pemandangannya bukan kaleng kaleng, JUARA BANGETTTTTTT!!! Thank you ya for this super great experience!
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 2:44:20	iOS	10091686344678420	Bobobox Kota Lama	Earth Double	Good
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 2:43:06	iOS	10171685279897882	Bobocabin Ranca Upas	Deluxe Cabin 	Good place
8	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 1:01:18	Android	10191685543252649	Bobocabin Cikole	DELUXE CABIN	Good place
10	2023-06-09 0:00:00	2023-06-10 0:00:00	2023-06-10 0:27:46	Android	10331681481898111	Bobocabin Ubud	DELUXE CABIN	Everything was nice, thanks
8	2023-05-28 0:00:00	2023-05-29 0:00:00	2023-06-09 23:40:54	Android	10261685249180323	Bobocabin Baturraden	DELUXE CABIN	Only need to check the quality of the Wifi connection since to open the room door has to open the Barcode from the Bob's Application and we faced couples of trouble to open the room due to network/wifi connection is too weak and had to walk down to front desk and walk up again, it was hectic and definitely not comfortable. Thank you
10	2023-05-17 0:00:00	2023-05-18 0:00:00	2023-06-09 22:24:34	iOS	10001684286806560	Bobobox Paskal	Earth Double	enjoy
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 15:42:16	iOS	10241686071924651	Bobocabin Puncak Gunung Mas	Deluxe Cabin	sesuai pesaanan minta kamar view gunung langsung dikasih, liburan yg seru dibobocabin bisa memanjakan mata. makasih bobocabin
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 15:17:14	Android	10181686214821179	Bobobox Mega Bekasi	SKY SINGLE	Oke
10	2023-05-12 0:00:00	2023-05-13 0:00:00	2023-06-09 13:57:20	Android	10071683736769926	Bobobox Alun-Alun Bandung	SKY DOUBLE	Happy
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 13:20:10	iOS	10121686187846480	Bobobox Juanda Jakarta	Sky Single	Good
10	2023-05-16 0:00:00	2023-05-17 0:00:00	2023-06-09 12:20:09	Android	10271683794478537	Bobocabin Padusan	DELUXE CABIN	Good
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-06-09 12:11:50	iOS	10111685166652802	Bobobox Tanah Abang	Earth Double	Mntp
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 12:03:06	Android	10221686197540522	Bobobox ITC Kuningan	SKY SINGLE	Service at the reception desk to customers is very helpful, easy to understand and friendly. The mushalla facilities are very clean and comfortable. Clean restrooms. Highly recommended for a quiet and comfortable stay
8	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 11:21:50	iOS	10241686196478490	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Matras terlalu keras for me, harusnya ada matras protector yah supaya bisa more comfy
10	2023-06-04 0:00:00	2023-06-09 0:00:00	2023-06-09 10:29:54	Android	10221685873226406	Bobobox ITC Kuningan	SKY DOUBLE	Enjoyed my stay but experienced power failure a few times.
8	2023-05-13 0:00:00	2023-05-14 0:00:00	2023-06-09 10:28:34	Android	10241682562596986	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Kurang nyaman karena banyak sela sela pintu dan cendela yang terbuka sehingga memungkinkan sekali serangga masuk ke dalam cabin
7	2023-05-31 0:00:00	2023-06-01 0:00:00	2023-06-09 7:53:17	Android	10041685555133187	Bobobox Pancoran	SKY DOUBLE	Toilet banyak yg gabisa dikunci sad
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-06-09 7:52:59	Android	10041685117988763	Bobobox Pancoran	SKY DOUBLE	Toiletnya banyak yang gabisa di kunci, tolong di benerin dong
9	2023-06-04 0:00:00	2023-06-09 0:00:00	2023-06-09 7:06:27	Android	10221685873226406	Bobobox ITC Kuningan	SKY DOUBLE	Having quality time and enjoy my working days in Bobobox.. Thanks..
10	2023-06-07 0:00:00	2023-06-08 0:00:00	2023-06-09 7:05:00	iOS	10241686133106516	Bobocabin Puncak Gunung Mas	Deluxe Cabin	sayangnya ga ada braekfast nya
10	2023-06-06 0:00:00	2023-06-09 0:00:00	2023-06-09 6:33:59	Android	10121686034567334	Bobobox Juanda Jakarta	EARTH DOUBLE	For the third time i'm staying here, overall the facilities are good, but it'll be better if the longstay packages (especially for the guest who wants to stay 3 or 5 nights),  available for everyday, even on the weekend, not only on weekdays. Thank you.
10	2023-06-06 0:00:00	2023-06-09 0:00:00	2023-06-09 5:56:24	iOS	10031686020190675	Bobobox Dago	Earth Double	Sangat memuaskan nginep di bobobox Dago diantara 4cabang di bandung pelayanan terbauk bobobox Dago (: 
10	2023-06-07 0:00:00	2023-06-09 0:00:00	2023-06-09 5:49:19	Android	10061685685345099	Bobobox Kebayoran Baru	EARTH DOUBLE	nice
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 5:37:23	Android	10201685783844937	Bobocabin Signature Toba	DELUXE CABIN	Fun camping..
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 5:35:00	Android	10241686213586223	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Nice
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 5:10:49	Android	10041686211686925	Bobobox Pancoran	EARTH DOUBLE	Good
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:57:33	Android	10241686093516470	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Good
8	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:54:33	Android	10121686195503186	Bobobox Juanda Jakarta	EARTH DOUBLE	Aku mau ngasih saran Kak, di comunal space kalau bisa ditaro lap untuk mengelap meja atau mengelap perabotannya Kak, thank youu
8	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:49:34	iOS	10091686201456118	Bobobox Kota Lama	Earth Double	There a bugs in my room 
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-09 4:47:43	Android	10081685599143319	Bobobox Kota Tua	SKY DOUBLE	Mantap
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:40:35	Android	10031686221297328	Bobobox Dago	EARTH DOUBLE	one of the best Bobobox in Bandung, good services.
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:39:39	iOS	10221686198995267	Bobobox ITC Kuningan	Sky Double	Ok
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:38:56	iOS	10131685915786280	Bobobox Malioboro	Earth SIngle	The communal room is super cool!
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:13:48	Android	10081686161696557	Bobobox Kota Tua	EARTH DOUBLE	Kamar bersih wangi, pelayanan ramah
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 4:08:09	Android	10081685963766385	Bobobox Kota Tua	EARTH DOUBLE	Good
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-09 3:59:26	Android	10141685908915419	Bobobox Slamet Riyadi Solo	SKY SINGLE	Good jobs
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 3:57:57	iOS	10031686113849590	Bobobox Dago	Earth Double	Enakkk bangett mantapppppp
10	2023-06-07 23:00:00	2023-06-08 23:00:00	2023-06-09 3:37:14	iOS	10231686214417931	Bobocabin Kintamani 	Deluxe Cabin	Good place
10	2023-06-07 0:00:00	2023-06-09 0:00:00	2023-06-09 3:19:08	iOS	10241685934809189	Bobocabin Puncak Gunung Mas	Executive Cabin	We had a very good experience here. Our cabin view is very mesmerizing. The service is also amazing, they very helpful and friendly. Definitely will go back here for another vacation.
10	2023-06-07 23:00:00	2023-06-08 23:00:00	2023-06-09 3:12:56	iOS	10231686158437569	Bobocabin Kintamani 	Deluxe Cabin	Nice
7	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 2:49:30	Android	10241686220849903	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Muncul beberapa kecoa
10	2023-06-07 23:00:00	2023-06-08 23:00:00	2023-06-09 2:34:45	iOS	10231686125841697	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Good glamping stay experience
10	2023-06-08 0:00:00	2023-06-09 0:00:00	2023-06-09 2:34:38	iOS	10351686143863339	Bobocabin Madasari Pangandaran	Deluxe Cabin	sangat puas nyaman sekali
10	2023-05-24 0:00:00	2023-05-26 0:00:00	2023-06-09 2:13:38	Android	10031684899274397	Bobobox Dago	EARTH DOUBLE	Great
